"review_text","review_status"
"Brand new fitted with my new kitchen, first time used light bulb
broken. Have tried many sites to find replacement but no luck.

Have contact you three times now about this but no reply

PLEASE PLEASE where can I buy a bulb from ?????

wendy chell",Rejected
"A very efficient cooker helping to keep down cooking times, easy to read dispalys very helpful.",Approved
"excellent oven, now that both ovens are fan assisted, I actually stated to use both ovens.  one thing I cannot figure out - how to switch of just one of the ovens if both in use?",Approved
"We decided to take advantage of the post Christmas sales offers and replace our Bosch Classix washing machine with a new AEG L6FBI841N. The Bosch had given us 18 years of good service but having replaced the shock absorbers just four months back it made sense to make the change before our old machine was totally worn out.
Of course, the decision to change brands to AEG was made much easier for us after having replaced our (recalled) Hotpoint tumble dryer with a brilliant new AEG T65170A. That tumble dryer really impressed us both.
Our new washing machine is rated as A+++ and also features a 20 minute wash cycle so the ongoing reduction in running costs (electricity – water – detergent) over the next 20 years means the machine will by far more than justify the higher purchase price compared with most other makes. Lucky for us the price had been seriously reduced in the sales, so the total costs over the machines expected lifetime make the AEG the cheaper option in the long run.
.
The machine was delivered when expected and was very easy to install by myself. This took less than half an hour.
.
I could not believe it when I set it to do it's first (empty) wash and spin. It was virtually silent.
.
We have been using our new machine for over two weeks now, and remain seriously impressed with both the ease of use and also the speed and quality of the wash done. With a load capacity of 8kg and spin speed of 1400 rpm this is definitely the best washing machine we have ever owned.",Approved
My 1st AEG washing machine & it won't be the last. Big drum and 170 degree opening door makes loading easy. Very quiet.,Approved
"Quality and powerful cleaner - easy to operate and carry.
Excellent machine - could do with an improved method of cable storage (small clip to secure cable would help).
To be recommended however.",Approved
The machine is excellent and I am thrilled with it.,Approved
"My last zanussi lasted me 16 years and hopefully this will last many more years, love zanussi products, this machine has loads of settings n washed really well, its not noisey and has a 9kg drum!!! csn get loads of washing done in one go..",Approved
Simple replacement for old washing machine. We had previously had Zanussi products so chose this machine. To date all goes well. Fitted OK. Easy to operate and peaceful operation. Good value.,Approved
"We looked at many top end washing machines and other electrical appliances.
However we keep choosing Zanussi as the products not only look fantastic but come with reliability.
Highly recommended.",Approved
"Bought as a replacement for a previous Zanussi model. Was not disappointed.
It is simple to use, with 1 dial control for programmes, straightforward adjustments can be made to your choice of programme, such as 'light soiling' which automatically halves the wash time (or increase time with 'heavy soil') using separate buttons.
It takes a big load (9kg), but can also cope with smaller loads by using the 'light' option. Illuminated countdown timer also very useful, as is the handwash programme.",Approved
Great product with quality feeling sliding drawers with good lighting and efficient use of space. The steel exterior resists finger prints well and looks fantastic the operation is quiet and it freezes very quickly,Approved
"Dear Sir/Madam,
I am writing to complain about your AEG treatment towards the customers.
We purchased a washing machine AEG washing machine series 6000 (L6FBI841N) from AO online company, following a successful delivery we tried for the first time on (7/8/17) but unsuccessfully. The machine went through the whole program but didn't spin.
We phoned AO's number, after a long wait through a myriad of telephone options we finally spoke to someone. We explained the problem, we also explained that we tried different programs still unsuccessful, the guy mentioned that was going to put us on hold and talk to manufacture (YOU), after a long wait he came back suggesting we should get in touch with the manufacture and book an engineer. We asked him to make an appointment for us, he said that we should do ourselves and pass on the call to an AEG telephone operator. Again, we went through the process explaining the problem, the operator (female staff) mentioned that because we are in middle of summer holidays, no engineer were available until Tuesday 15th of August the earliest, we mentioned that we were in need for the washing machine we couldn't wait that long but, to no avail. 
To summarise the problem:
• Purchased AEG series 6000 (L6FBI841N) from AO online company on 1/8/17
• Delivered on Sunday 6/8/17
• Operated several times on Monday 7/8/17 washing machine no spinning
• Engineer to attend on 15/8/17
This problem should never occured in the first place, we bought AEG beliving they make good products. How wrong we were! ! !
We were dissapointed to be pass on from one telephone operator to another, what we needed was someone with a technical knowledge to ask few questions and hopefully to come back and suggest the solution. We should never had to spend more than 45 minutes on the phone to deal with the problem in the end to be told by AEG operator we have to wait until next Tuesday for an engineer to turn up.
We are very unhappy for the service received, we pensioners deserve better treatment and better service then this. 
Please pass on this e-mail to your company executive or managing director.

G. Balenzano",Rejected
